게시판종류,제목,작성일,본문내용,링크,사진
공지사항,'2011 캡스톤디자인(종합설계) 경진대회 개최안내,'2011-08-23,"1. 행사명 : '2011 캡스톤디자인(종합설계) 경진대회'
2. 주관주최 : 강원대학교 공학교육혁신센터, 강원의료융합인재양성센터
3. 참여과제 : 66개 과제
- 공학교육혁신센터 : 26개 과제
- 강원의료융합인재양성센터 : 40개 과제
4. 일정 : 2011.9.1(목) 10:00 ~ 9.2(금) 16:00
일자
구 분
시 간
내 용
2011.
9.1.(
목
)
최종준비
09:00 ~ 10:00
과제설치 마무리 및 시설물 최종 점검
과제전시
·
발표
opening
10:30 ~ 11:00
개회사
:
김헌영 센터장
,
김병희 센터장
축 사
:
권영중 총장
경진대회
10:00 ~ 18:00
심사위원 심사
및 갤러리 심사
(
인기상
)
2011.
9.2.(
금
)
09:00 ~ 16:00
시상
14:00 ~ 14:30
60
부년 기념관 국제회의실
수상작품전시
14:30 ~ 15:30
수상작품에 수상 종류를 표기하여 전시
정리 정돈
15:30 ~ 16:00
뒷정리 및 과제 철거
부스철거
16:00 ~ 18:00
부스철거
5. 장소
- 전시발표 : 60주년 기념관 1, 2층 로비
- 시상식 : 60주년 기념관 국제회의실
6. 행운권 추첨 : 소정의 상품 증정
- 2011.9.1(목) 오후 1시, 오후 5시(로비 운영부스), 9.2(금) 오후 2시(국제회의실)
- 행운권 추첨 일정은 변경될 수 있습니다.
7. 시상내역
강원대학교 총장상 - 전국대회 예선 참가
공학교육혁신센터장상  - 전국대회 전시 참가
우수상 -2팀
장려상  -2팀
※ 인기상 - 2팀 심사위원이 아닌 갤러리들의 평가로 진행(센터 구분 없이 진행)
많이 관람하시고 좋은 작품을 직접 뽑아주시기 바랍니다.
8. 문의 사항 : 공학교육혁신센터 오미나 250-7199
첨부: 경진대회 세부내용 및 참여과제 명",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=15&BID=261&cmd=view,
공지사항,창의적 종합설계지원사업 결과보고서 제출안내,'2011-05-18,"창의적 종합설계지원사업 결과보고서 제출안내
1.
대상
: 2010.2
학기
2011.1
학기 창의적종합설계지원사업
23
개 지원팀
2.
제출일자
: 2011.5.23.(
월
) ~ 2011.5.30.(
월
)
3.
제출항목
-
최종결과보고서
:
「
결과보고서 양식
」
다운받아
e-mail(
kicee@kangwon.ac.kr
)
및 공학교육혁신센터
(
공대
5
호관
106
호
)
로 모두제출
-
발표자료
(PT) :
자유양식으로 작성하여
e-mail(
kicee@kangwon.ac.kr
)
로 제출
4.
창의적 종합설계경진대회
-
일정
: 6
월 마지막 주 예정
(
변경될 수 있음
)
-
참가대상
:
창의적 종합설계
23
개 지원팀 및 참가 희망팀
-
형식
:
박람회식 경진대회
(PT
형식의 경진대회가 추가될 수 있음
.)
-
장소
:
미정
-
수상작의 경우
2011
창의적 종합설계 경진대회 전국대회에 필수적을 참가
(
대상
,
금상
)
5.
문의
:
공학교육혁신센터
(
공대
5
호관
106
호
, 250-7199)
연구원 오미나
※
결과보고서 미제출 및 종합설계 경진대회 미참가시 지원금이 환수조치 됩니다
.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=15&BID=252&cmd=view,
공지사항,창의적 종합설계 지원사업 지원선정팀 공지,'2010-10-13,"창의적 종합설계 지원사업 지원 대상팀이 아래와 선정되었습니다.
1. 선정팀 : 첨부파일참조
2. 재료비 및 여비 지원 : 첨부된 ""재료비 및 여비 지원절차""에 따라 사업단으로 제출하여 주시기 바랍니다.
3. 팀원 및 팀장 연락처 입력 : 본 홈페이지 → 커뮤니티 →
온라인신청
에 창의적종합설계 팀장 팀원 연락처를 입력하는 시스템을 만드어 놓았습니다. 한팀도 빠짐없이 기간내에 입력하기 바랍니다.
입력기간 : ~10.18 23:55까지
문의 : 공학교육혁신센터 오미나",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=15&BID=195&cmd=view,
공지사항,창의적 설계 신청기간 연장 안내,'2010-10-07,"창의적 설계의 신청기간이 아래와 같이 연장되었습니다
.
*
신청기간
: ~ 2010.10.13.(
수
)
오후
6
시
*
참여대상
:
공과대학
,IT
대학 학부재학생 및 창의적 설계 운영팀
*
참여방법
:
창의적설계 신청서 양식을
“
참여신청서
”, “
작품계획서
”
제출
*
제출장소
:
공과대학
5
호관
106
호 공학교육혁신센터 사무실
*
기타 자세한 사항은
“
창의적 설계 및 경진대회 세부내용
”
을 참고하기 바랍니다
.
*
문의
:
공학교육혁신센터 오미나
250-7199
※
“
창의적 설계지원사업
(
창의설계 교과목 운영팀 및 저학년학생들이 대상
)”
와
“
창의적 종합설계지원사업
(
종합설계 교과목 운영팀
,
고학년 대상
)”
은 다른 사업입니다
.
참고하기 바랍니다
.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=15&BID=193&cmd=view,
공지사항,"2010.2학기, 2011.1학기 창의적종합설계 지원사업 추가신청 안내",'2010-10-07,"창의적 종합설계지원 사업을 아래와 같이 추가 모집합니다
.
* 추가신청기간
: 2010.10.7.(
목
) ~ 2010.10.8.(
금
)
오후
6
시
* 신청방법
:
창의적종합설계 지원사업 양식을 다운로드 받아
[
서식
1] “
참여신청서
”, “
작품계획서
”
제출
* 제출장소
:
공학교육혁신센터 사무실
(
공대
5
호관
106
호
)
-
자세한 내용은 첨부파일
“
창의적종합설계 지원사업 세부내용
”
을 참조하기 바랍니다
.
※
추가 신청에 따라 선정대상팀 발표는
10
월
3
주로 연기됩니다
.
문의
:
공학교육혁신센터 오미나
250-7199",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=15&BID=192&cmd=view,
공지사항,창의적설계 지원사업 운영안내,'2010-10-04,"▶
사업개요
1.
내 용
①
1~2
학년 학생들의 공학적 아이디어를 통해 기존작품의 새로운 개념설계
, Free Sketch,
작품제작 등을 수행하고 결과를 제출하여 평가한다
.
②
학생들의 참신한 아이디어 제시를 위해
10
월중
1~2
학년 학생을 대상으로 창의력 교육을 실시한다
.(
창의력 교육의 경우 추후 교육일정 공지
)
2.
참여대상
:
공과대학
, IT
대학 공학계열
15
개 학과
·
전공
소속 창의설계 운영팀
3.
운영규모
: 3~4
인으로 팀을 구성하여 팀별 설계작품 제시
4.
제품 중 제작이 가능한 것은 제작지원
,
기타 제작이 불가능한 경우 설계만 수행
5.
제작지원
:
문구류
(
펜
,
스테플러
,
스카치 테이프 및 홀더 등
)
및 기타 제작이 가능한 간단한 형태의 제품개선
▶
세부내용
1.
참여방법
①
신청기간
: 2010. 9.27.(
월
) ~ 2010.10. 6.(
수
)
②
신청방법
: [
서식
1]
의 신청서 센터로 제출
(
공
-5 106
호
)
③
신청팀이
20
개팀을 초과할 경우 자체 기준을 적용하여 선발
④
지원 선정발표
: 2010.10.13.(
수
) ~ 2010.10.15.(
금
) e-mail,
센터홈페이지공지
2.
사업진행
①
예산지원
-
지원기간
: 2010.10.18.(
월
) ~ 2010.11.19.(
금
)
-
지원금액
:
팀당 최고
200,000
원
(
작품제작비 및 설계비용에 한함
.)
②
재료구입시
[
서식
2]
의 품의서 제출 후 센터에서 구입
③
창의력교육
: 10
월중 진행
-
세부일정은 추후공지
(
지원대상학생 우선선발
)
3.
결과보고
①
결과보고서 제출기간
: 2010.11.24.(
수
) ~ 2011.11.30.(
화
)
②
제출항목
-
최종보고서
:
센터 제출 및
e-mail
제출
(
kicee@kangwon.ac.kr
)
-
설계 작품
:
센터로 직접 제출
-
발표자료
(PPT) : e-mail
제출
(
kicee@kangwon.ac.kr
)
-
제출작품은 센터에서 보관됨
.
-
최종보고서 및 발표자료 서식은 추후 대표학생 메일로 송부하겠음
.
4.
경진대회
(
평가
)
①
평가기간
: 2010.12. 8.(
수
) ~ 2010.12. 3.(
금
)
②
평가항목
:
창의성
(
지적재산권 등록가능여부
),
설계과정
,
설계결과
(
최종보고서
,
작품
,
발표자료
),
기타
(
팀원 참여도 등
)
③
평가위원
:
각 분야 전문가 및 변리사 참여예정
②
결과발표 및 시상
: 2010.12
월 중
③
시상내역
대상
: 1
팀
☓
300,000
원
금상
: 1
팀
☓
200,000
원
은상
: 3
팀
☓
100,000
원",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=15&BID=189&cmd=view,
공지사항,(전국) 2010 창의적종합설계 경진대회 거점센터예선 결과,'2010-09-14,"2010. 9.10
안동대학교에서 진행된 창의적종합설계 경진대회 거점센터 예선
(
주관
:
한국산업기술진흥원
,
경북대학교 공학교육혁신 거점센터
)
의 결과를 알려드립니다
.
1.
행사명
: 2010
창의적종합설계 경진대회
-
거점센터예선
2.
주관
:
한국산업기술진흥원
경북대학교 공학교육혁신거점센터
3.
참가작품
:
강원대학교 외
14
개 대학
26
개 팀
4.
본선진출작
:
강원대학교 외
11
개 대학
12
개 작품
5.
강원대학교 본선진출작
:
공과대학 기계메카트로닉스공학과
movement
팀
(
대표
:
김민수
)
No.
작품
(
과제명
)
팀명
소속대학
참가분야
1
기울기감지전동캐리어가방
무브먼트
강원대학교
일반
2
심전도와 맥파를 이용한 혈류속도예측기
바이오엔진
관동대학교
일반
3
S. O. S
H. O. T
경북대학교
다학제
4
지능형
Wheel
을 이용한
장애물 극복 시스템
iWheel
금오공과대학교
일반
5
장애인 골프 카트
산업용 로봇 랩
대구대학교
다학제
6
ATOBOT
A. T. O
안동대학교
일반
7
영상처리를 이용한 지능형 탐사로봇 시스템
HEXATERIUM
영남대학교
다학제
8
Zigbee
기술을 이용한
RF
제어시스템
E. D. L
위덕대학교
일반
9
하이브리드형 수표면 부유물 처리장치
스마트 클리너
전북대학교
일반
10
힘 제어를 통한 카트구동
IVCL
충남대학교
다학제
11
피난 유도 타일
세이프 글로우
한라대학교
일반
12
유속 조절 및 수온조절이 가능한 욕조 겸용
Swimming Machine
개발
카르페디엠
강원대학교
(
삼척
)
일반
※
위와 같이 우리대학의 기계메카트로닉스공학과
movement
팀이 창의적종합설계 전국대회의 최종 본선에 진출하게 되었습니다
.
본선대회에서도 좋은 성적을 거둘 수 있도록 함께 응원 합시다
.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=16&BID=183&cmd=view,
공지사항,2010년 창의적 종합설계경진대회 최종결과,'2010-09-01,"2010학년도  ""창의적 공학설계 경진대회"" 최종 결과 안내
수상내역
구분
팀명
학과
상금
대표자
대상
movement
기계메카트로닉스공학
500,000
김민수
금상
Deadline
기계메카트로닉스공학
300,000
김남호
은상
인공심장
신소재공학
150,000
이현준
은상
T.F.C
신소재공학
150,000
김형묵
2010. 8.31(화) 공대6호관 214호 에서 진행된 창의적종합설계 경진대회에서 위의 4팀이 최종 수상하였습니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=16&BID=180&cmd=view,
공지사항,창의적종합설계 본선진출팀 선정통보 및 일정변경안내,'2010-08-18,"2010학년도 창의적종합설계 경진대회 본선진출팀 선정통보 및 일정변경안내
본선진출팀(이하 10개팀)
팀 NO
팀명
학과
주제
7
Deadline
기계메카트로닉스공학
기울기 센서를 이용한 무체인 자전거
9
R.P.M
기계메카트로닉스공학
전기자동차
12
D&D
신소재공학
WS2 윤활제를 첨가한 반도체 절삭용 다이아몬드 마이크로 블레이드 개발
15
-
신소재공학
인공심장 고동용 리튬이차전지 Sn, Sb계 음극 활물질 제조 및 열적 안정성 조사
16
-
신소재공학
투명전도성 플렉서블 탄소나노튜브 필름 제작 및 CNT 길이에 따른 특성 변화
18
응용지질
에너지‧자원공학
폐유리를 이용한 재활용 건축자재의 개발
22
에너지
자원공학 7팀
에너지‧자원공학
액중 중금속 이온제거 및 회수 연구
25
NPE 로봇축구
전자공학
지능형 로봇축구 시스템 개발
28
아리랑
토목공학
일반 디지털 카메라를 이용한 입체모형 제작
30
movement
기계메카트로닉스공학
기울기 감지 캐리어 가방
경진대회 일정안내
- 일정 ; 2010. 8. 31(화) 13:30 ~ 17:30
- 장소 : 공대 6호관 214호 세미나실
- 진행방법 : 발표 자료 10분내외 프레젠테이션, 질의응답 5분내외
- 참여대상 : 예선을 통해 선발된 10개팀
- 발표순서 : 추후 팀장회의(통보예정)에서 제비뽑기로 결정한 예정
- 시 상 식 : 2010. 8.31(화) 17:30 ~ 18:00
순위
내용
상금
1
대상
500,000
2
금상
300,000
3
은상 2팀
150,000 × 2팀
- 선발된 1~2위 또는 1~3위팀은 전국대회 예선에 참가하게 됩니다.
- 전국대회 거점예선 일정 및 장소 : 2010. 9. 9 ~ 10 안동대학교
- 자세한 내용은 추후 공지하겠습니다.
- 이번경진대회는 학교 개강이 늦어짐에 따라 전국대회 일정과 맞추지 못하게 되어 포스터 전시회는 개최하지 않음.
따라서 포스터는 제작하지 않음
※ 자세한 내용은 팀장 이메일로 전송하였습니다. 참고하기 바랍니다.
※ 전시회 미 개최로 인해 예선 탈락팀 포스터 전시는 못하게 되었습니다. 착오없기를 바랍니다.
- 문의 : 공학교육혁신센터 연구원 오미나 250-7199",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=16&BID=172&cmd=view,
공지사항,[KEERC] 제4회 전국 학생포트폴리오 경진대회 개최 안내,'2010-07-23,"한국공학교육인증원 부속 한국공학교육연구센터에서 ""제4회 학생포트폴리오 경진대회""를
아래와 같이 개최합니다. 관심있는 학생들의 많은 참여바랍니다.
* 전국 포트폴리오 경진대회에 참가하고자 하는 학생은 위의 양식을 작성하여
8/30(월) ~  9/3(금)까지
센터로 가져오시기 바랍니다.
■ 참가자격 : 2010년 현재 4년제 공학계열 대학
3, 4학년 재학생
■ 참가분야
분류
학문분야
제1분야
기계
항공우주
조선해양
산업
제2분야
토목
건축
환경
자원
제3분야
전기
전자
컴퓨터
기타
제4분야
화공
생명
재료
섬유
■ 심사방법 : 포트폴리오 목표의 명확성, 필수내용 포함 유무, 구체성, 진실성, 독자성 고려
■ 추진일정
제4회 포트폴리오 경진대회
일정
참가신청서 접수
8.30(월) ~ 9.8(수)
포트폴리오 제출기간
9.27(월) ~ 10.6(수)
포트폴리오 심사
1차심사 : 10. 15(금)
2차심사 : 10.22(금)
제4회 포트폴리오
시상식 및 포럼 개최
11월 3일(수) 과총 대회의실
■ 포상내역
대상 : 교육과학기술부장관상/1명
금상 : 한국과학기술단체총연합회장상/분야별 1편, 총 4편(상장 및 부상수여)
은상 : 한국공학교육인증원장상/분야별 2편, 총 8편(상장 및 부상수여)
동상 : 한국공학교육연구센터 소장상/분야별 3편, 총 12편(상장 및 부상수여)
■ 제출물 : 학생 포트폴리오(CD 또는 인쇄물)
■ 제출방법 : 우편 제출
■ 제출처 : (135-080) 서울 강남구 역삼동 701-7 한국기술센터 17층 한국공학교육연구센터
■ 출품제한 및 유의사항
-
학교별로 분야별 2편 이내로 제한
(신청인원이 많을 시, 교내 학생포트폴리오 경진대회 입상자 및 4학년 중 우선 선발)
- 학생 개별접수 불가, 소속 대학교 센터장의 확인 및 승인 필수
◇ 주최 : 한국공학교육인증원, 한국과학기술단체총연합회
◇ 후원 : 한국과학기술부, 한국산업기술재단
* 기타 경진대회 관련 내용은
http://www.abeek.or.kr/
참조
** 2008년도 수상작품 목차 참조 : 사업홍보>>자료실>> 학생 게시판 참조",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=16&BID=171&cmd=view,
공지사항,"[한국기술교육대학교]"" 지식기반의 기술자 윤리 교육 내용 구성 및 교육 매체 개발"" 교육 운영",'2010-07-07,"한국기술교육대학교에서 진행되는 교육 과정 안내해 드립니다.
관심있는 분들의 참여 바랍니다.
---------------------------------------------------------------------------------------------------------
한국기술교육대학교 부설 능력개발교육원에서는 공학윤리교육 분야에 도움을 드리고자
‘지식기반의 기술자 윤리 교육 내용 구성 및 교육매체 개발’ 교육과정을 개설하였습니다.
초빙강사는 일본 가나자와 공대에서 기술자 윤리 교육 전문가로 유명한 후다노(Fudano) 교수이며
가나자와 공대의 김영종 교수가 직접 통역을 할 예정입니다.
관심있는 공학교육혁신센터(인증) 여러분들의 많은 참여 부탁드리겠습니다.
●  과정명 : 지식기반의 기술자 윤리 교육 내용 구성 및 교육매체 개발
●
강사 : 후다노( Fudano, 가나자와 공대)
●
교육일자 : 2010.08.09(월)~12(목), (3박4일, 23시간)
●
교육장소 : 한국기술교육대학교 제2캠퍼스 능력개발교육원 실학관(충남 천안 두정동 소재)
●
신청기간 : 2010.07.30(금)
●
신청방법 : 첨부의 신청정보 부분을 작성하여 이메일로 신청(
shosh@kut.ac.kr
)
●
교육신청문의 : 능력개발교육원 오승환 PM(041-521-8044,
shosh@kut.ac.kr
)
●
교육비 : 300,000원(교재비 및 식사비 포함, 숙박비 30,000원/1박 별도)
●
입금계좌 : 한국기술교육대학교(신한은행 / 100-024-985610)
기타 문의사항은 한국기술교육대학 능력개발교육원 PM 오승환(☎ 041-521-8044, e-mail :
shosh@kun.ac.kr
)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=16&BID=170&cmd=view,
공지사항,창의적 종합설계 지원 사업 대상 통보,'2010-05-03,"[참고] 재료비 사용 관련 안내 게시물 이동
우리 센터에서 종합설계 교과목 운영과 관련하여
작품제작을 지원하는 ""창의적 종합설계 지원사업""의 대상자를
붙임과 같이 선정하여 통보하오니 확인바랍니다.
많은 신청으로 인해 선정통보가 늦어진 점 양해바라며
통보일자의 변경으로 ""중간보고서 제출기간""이 변경되었음을 알려드립니다.
일정확인바라며 기한을 잘 지켜주시기 바랍니다.
[ 창의적 종합설계 지원사업 ]
■ 지원규모 : 29개팀 총 54,425천원
■ 지원기간 : 2010. 5. 3 (월) ~ 6.16.(수)
■ 과제수행 관련 일정
- 과제수행 총 기간 : 2010. 3. ~ 6. 25.(금)
-
중간보고서 제출 : 2010. 5.24.(월) ~ 5.26.(수)
- 진행사항 간략히 작성
-
최종보고서 제출 : 2010. 6.25.(월) ~ 6.30.(수)
- 경진대회 개최 : 2010. 9월 예정 (차후 상세일정 및 시상내역 공고)
기타 상세 내용은 붙임문서를 확인하시기 바랍니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=16&BID=162&cmd=view,
공지사항,"[ABEEK] 2010년 1학기 전문교양, MSC교양 교과목 교수자 간담회 개최 안내",'2010-04-02,"2010년 1학기를 맞이하여 전문교양, MSC교양 교과 담당 교수님들께
교과목포트폴리오 작성요령이 첨부된 교과목 포트폴리오 바인더를 배부해드렸습니다.
이와 관련하여 교수님들의 공학교육인증 이해를 높이고,
교과목 포트폴리오 작성 편의를 돕기 위해여 4월 8일(목) 간담회를 개최합니다.
ㅁ 일시: 04.08(목) 05:00
ㅁ 공대 6호관 214호 세미나실
ㅁ 내용: 공학교육인증 설명, 교과목 포트폴리오 작성법 설명, 기타 질의응답
( 인원에 따라 장소, 시간은 변경될 수 있습니다.)
해당 교수님들의 적극적인 참여 부탁드립니다.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=16&BID=149&cmd=view,
공지사항,[KIAT] 제5회 지식경제 오픈포럼 안내 - 체감형 테크놀로지,'2010-03-29,,https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=16&BID=148&cmd=view,
공지사항,[한국공학교육학회] 공과대학생을 위한 진로파악 무료 적성검사 실시 안내,'2009-10-28,"사단법인 한국공학교육학회의 부설기관인 공학교육정보센터(
www.2ei.or.kr
)에서는
공학도를 위한 커리어 플랜 구축사업의 일환으로
공과대학생들의 적성검사를 개발하여 실시하고 있습니다.
아래와 같이 공학교육정보센터의 적성검사 무료 참여기간을 통하여,
공과대학생들이 많이 참여한다면,
공학 인재들이 고민하는 진로파악에 대한 어려움에 도움이 될 것으로 생각됩니다.
많은 학생들의 참여 바랍니다.
[ 공과대학생을 위한 진로파악 무료 적성검사 ]
■ 홍보기간 :
2009. 11. 2(월)  –  2009. 12. 31(목) : 2개월간 무료
실시
■ 참여방법 :
www.2ei.or.kr
(회원 가입 후, 적성검사 테스트 접속)
■ 참가 비용  : 홍보기간 동안 무료 실시
■ 소요시간 및 결과 : 검사시간 (1시간 소요) 및 검사결과 확인 (1일 소요)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=16&BID=132&cmd=view,
공지사항,[거점ICEE] 인접대학 간 종합설계 경진대회 안내,'2009-10-14,"공학교육혁신센터지원사업 중 거점센터에서 진행되는 사업으로
인접대학 간 종합설계 경진대회를 개최합니다.
1. 목적
○ 참여 및 협력대학 교수, 학생들 간의 유기적 협력 체제 구축
○ 타 대학, 타 전공 학생들 간의 팀웍 함양
○ 산업현장이 요구하는 복합학제 간 성격의 과제 해결 능력 배양
2. 세부 운영 계획
가. 구성 및 신청
○ 장거리 이동에 따른 시간적 손실 최소화 및 충분한 의견교환을 위해 권역 내
2~3개 인접대학 간 종합설계 팀 구성 (책임대학 = 굵은 활자체 표기 대학)
▪강원대 :
관동대
-강릉원주대-강원대(삼척),
한라대
-상지대,
강원대
-(인근 참여 희망대학)
▪호서권 :
충남대
-목원대-공주대,
군산대
-호원대-원광대,
전남대
-(인근 참여 희망대학),
전북대
-(인근 참여 희망대학)
▪경북권 :
영남대
-계명대-경북대,
대구대
-경일대,
안동대
-동양대,
위덕대
-동국대(경주),
금오공대
-(인근 참여 희망대학)
○ 단일학제 및 다학제 팀 구성은 책임대학에서 선택
○ 다학제 팀의 경우, 2개 전공이상의 3, 4학년 학생으로 구성
○ 대학 당 학생은 2명 이내로 배정 (따라서, 2개 대학 연합팀의 경우 최대 4명 이내,
3개 대학 연합팀의 경우 최대 6명 이내로 팀 구성)
○ 책임대학 센터장이 팀 구성의 책임을 지며, 팀 구성관련 보고는 9월 15일(화)까지로 함
○ 책임대학 센터장이 선임한 팀 지도교수가 최종적으로 과제를 선정하고, 팀을 지도함
○ 대표 학생은 참가 신청서, 작품 계획서를 작성, 공학교육혁신거점센터에 제출하여야 함
나. 팀 별 설계 지원내용
○ 원활한 설계를 위해 다음과 같이 지원함
▪ 재료비 지원-100만원 : 소요 재료비 실비 지원 (영수증 첨부 요함)
▪ 회의비 및 여비 지원-50만원 : 팀 별 회의 시 소요 회의비 및 여비 지원 (영수증 첨부 요함)
○ 지원경비 지급신청 절차 및 구비서류에 관한 사항은 별도 첨부
▪ [지출서류관련 지급 신청절차 및 구비서류] 안내
다. 팀 활동 보고 및 발표 일정
○ 중간발표는 과제 진척사항과 활동내역을 간략히 작성하고 ppt(사진 등 참고자료 포함)
자료로 작성하여 2009년 11월 30일까지 공학교육혁신거점센터 다음카페
(
http://cafe.daum.net/goicee
)의 [종합설계 경진대회]-[중간보고] 게시판에 업로드하는
것으로 대체
○ 최종발표, 전시 및 시연은 2009년 2월 거점센터 행사 시 반드시 행하여야 하며, 완성된
최종 작품은 거점센터로부터 제작필 확인을 득해야 함
○ 2010년 1월말까지 작품 결과보고서와 팀 구성 및 활동관련 설문지를 작성하여 공학교
육혁신거점센터로 제출해야 함
3. 시상계획
○ 최우수상(진흥원장상) 1팀 : 상금 1,000,000원
○ 우수상(총장상) 1팀 : 상금 700,000원
○ 장려상 2팀 : 상금 300,000원 (팀 당)
4. 추진 일정
내 용
기 간
세 부 내 용
공고 및 팀 구성
~ 2009.09.10.(목)
○ 인접대학 간 팀 구성
신청서 접수
2009.09.14(월) ~ 2009.09.25(금)
○ 책임대학 공학교육혁신센터로
신청서.계획서 제출
종합설계 기간
2009.09.25(금) ~ 2010.01.31(일)
○ '09학년도 가을학기 제작
중간보고
~ 2009.11.30(월)
○ 거점센터 다음카페 업로드로 대체
최종보고서 제출
2010.02.01(월) ~ 2010.02.05(금)
○ 최종보고서 제출
○ 설문지 제출
작품 전시 및 시상식
2010.02 (추후 상세일정 통보)
○ 심사위원회 구성
○ 작품 전시 및 시연회 개최
○ 시상식
5. 기 타
○ 대회 관련 문의 사항
① 공학교육혁신거점센터 다음카페(
http://cafe.daum.net/goicee
)
- [인접대학 간 종합설계 경진대회] 게시판 이용
② 거점센터(053-950-6839,
cej6839@knu.ac.kr
)로 질의
③ 책임대학 담당자에게 질의",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=16&BID=127&cmd=view,
공지사항,[ABEEK]2010년 인증평가 대상 프로그램PD 초청 간담회 개최 안내,'2009-10-06,"2010년 인증 평가 대상 프로그램의 공학교육인증제도에 대한 이해 증진과
원활한 인증평가 준비를 위하여 한국공학교육인증원에서
아래와 같이 간담회를 개최한다고 하오니 일정에 참고하시기 바라며,
참가를 희망하시는 분께서는 붙임의 참가양식을 작성하여
센터로 제출하여주시기 바랍니다. (
kekang@kangwon.ac.kr
)
[ 2010년 인증평가 대상 프로그램 PD 초청 간담회 ]
■ 일시 :
2009. 10. 14.(수) 13:00~18:00
■ 장소 :
성균관대학교 자연과학(수원)캠퍼스
제1 종합연구동 8층 세미나실(81806호)
■ 진행내용
시 간
내 용
12:30 ~ 13:00
등 록
13:00 ~ 13:10
인사말
13:10 ~ 13:40
평가일정 및 자체평가보고서 작성 안내
13:40 ~ 14:10
교육기관 준비사항 (신규/중간)
14:10 ~ 14:30
휴식 및 분반이동
14:30 ~ 17:00
분반 토의 및 질의응답
17:00 ~ 17:15
휴식 및 이동
17:15 ~ 18:00
질의응답 종합(설문지 작성)
* 진행내용은 추후 변경될 수 있음.",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=16&BID=118&cmd=view,
공지사항,제22회 공학교육인증포럼 개최 안내(9/4),'2009-08-31,"한국공학교육인증원 한국공학교육연구센터에서
정기적으로 개최되는 ""제22회 공학교육인증포럼""을 안내해드립니다.
참여를 희망하시는 분들께서는
9월3월(목) 12시까지 센터로 회신
하여주시기 바랍니다.
[제22회 공학교육인증포럼]
■ 일시 :
2009. 9. 4.(금) 14:30~17:30
■ 장소 : 서울 숭실대 베어드홀 5층 대회의실
■ 발표주제 : 학생평가
■ 발표일정
시 간
내 용
발 표
14:30~14:40
인 사 말
문일
(공인원 공학교육연구센터 소장)
14:40~15:30
공학교육인증과 학생평가
: 기준과 현실 그리고 비전
김용수
(한양대 공학교육혁신센터장)
15:30~15:40
휴 식
15:40~16:30
학생대상별 평가방법 및 상담현황
박선희
(단국대 공학교육혁신센터 연구교수)
16:30~16:40
휴 식
16:40~17:30
패널 토의
이건영(광운대 교수, 인증사업단부단장)
송동주(영남대 교수, 평가단장)
이양원(호남대 공학교육혁신센터장)
이원(숭실대 교수, 평가단장)",https://icee.kangwon.ac.kr/index.php?mt=page&mp=5_1&mm=oxbbs&oxid=1&cpage=16&BID=108&cmd=view,
