제목1,제목2,label,seq_score,jac_score,cos_score
2024학년도 겨울 계절수업 경북대학교 교류수학 안내,2024학년도 겨울 계절수업 전남대학교 교류수학 안내,different,0.92,0.714285714,0.66063189
2023학년도 1학기 교직 적성·인성 검사 운영 계획 안내,2023학년도 1학기 교직 적성·인성 검사 운영 계획,duplication,0.93877551,0.875,0.99174441
[중독과 트라우마 회복연구소] 2024년 제1회 ATRI 논문경진대회 개최,[중독과 트라우마 회복연구소] 2024년 제1회 ATRI 논문경진대회 개최 안내,duplication,0.957746479,0.888888889,0.997062955
2020학년도 대학생 교육봉사단(7기) H-점프스쿨 장학생 모집 안내,2020학년도 대학생 교육봉사단(7기) H-점프스쿨 장학샘 모집 안내,duplication,0.966666667,0.75,0.831477154
2020학년도 동계 계절수업 인천대학교 교류수학 안내,2020학년도 동계 계절수업 강릉원주대학교 교류수학 안내,different,0.884615385,0.714285714,0.599317445
2016학년도 1학기 동국대학교 수학 안내,2016학년도 1학기 제주대학교 수학 안내,different,0.888888889,0.666666667,0.39704439
2025학년도 1학기 국가근로장학금 희망근로기관 신청 안내,2025-1학기 국가근로장학금 희망근로기관 신청 안내,duplication,0.92,0.833333333,0.980098773
[학부]2020 자유전공학부 학과소개 영상 공모 사업 공고,2020 자유전공학부 학과소개 영상 공모 사업 공고,duplication,0.93877551,0.857142857,0.961844505
제13기 학생홍보대사 「가온」 모집 안내,찾아가는 마임축제 ＇도깨비 유랑단＇ 공연 안내,unrelated,0.341463415,0.1,0.008837884
제1회 강원권 중고교 해킹교육&CTF대회 개최 알림,[교육혁신본부] 교수법워크숍 5차（가천대 장대익 교수님） 특강 안내,unrelated,0.172413793,0,0
2025학년도 글로컬대학사업추진단 서포터즈 2기 모집 안내,[도서관] 웨이브온（WavveOn） OTT 서비스 이용안내,unrelated,0.254545455,0,0
SK AI Dream Camp（인공지능 데이터 분석 실습 교육） 참가자 모집 안내,2025년 광저우 하계 국제계절학기,unrelated,0.103448276,0,0
2025학년도 강원대학교 동계 해외봉사단（손길 3기） 모집,[KOICA] KOICA 르완다 중등학교 ICT 역량강화 프로젝트 봉사단（3기） 추가 모집 （~5/7）,unrelated,0.342857143,0.071428571,0.024542073
국유지（춘천캠퍼스） 내 무단점유 적치물 폐기 예정 공고,[강원국제개발협력센터] 2025 강원국제개발협력센터 대학생 공모전 시행 안내（~05.13.）,unrelated,0.158730159,0,0
[KNU창업혁신원] 2025년 하나 소셜벤처 유니버시티 @강원대학교 예비/초기 창업가（팀） 모집,2025학년도 1학기 재학생（3차 분할납부）등록금 납부기간 안내,unrelated,0.142857143,0,0
국립대최초 온라인석사과정_평화학과 신입생모집（2025년 2학기）,교섭요구 노동조합 확정 공고,unrelated,0.139534884,0,0
[삼척공동실험실습관] 2025학년도 제3회 분석기기 세미나 개최 안내_X선형광분석,1학기 중간고사 대비 비타민 및 유산균 지급 안내,unrelated,0.21875,0,0
강원대학교 해외 프로그램 정보 공유 단톡방 개설 안내,온라인 ＇KNU저자교수 북토크＇ 안내（~11월 30일）,unrelated,0.2,0,0
